tickers
BRAP4
BTLG11
BRSR6
JBSS3
D1LR34
CSMG3
LJQQ3
MTRE3
ATMP3
SULA3
PRNR3
ALPK3
SMLS3
CRIV3
KLBN4
KLBN11
DIVO11
EVEN3
CPLE3
SEQL3
XINA11
BRAP3
TEND3
Z1OM34
VRTX34
TMOS34
T1EV34
BIDU34
NETE34
BRAX11
DGCO34
JPMC34
SHUL4
TIET3
ELET3
BBAS3
SMAL11
OPCT3
CTGP34
ABBV34
CEAB3
TUPY3
UNIP3
T1RO34
HGLG11
WLMM3
REGN34
ACWI11
SCHW34
HBOR3
BLAK34
BBDC4
HGCR11
S1PO34
PGCO34
WFCO34
SLED3
MALL11
LWSA3
RBRP11
WIZS3
LVBI11
BRDT3
MRFG3
FSLR34
COPH34
BRPR3
CRPG6
GFSA3
GGRC11
TSLA34
GOGL35
UNHH34
MRVE3
PCAR3
HOOT4
E1TR34
PTNT4
RNEW4
BEWT39
BEES3
GNDI3
CTSA3
SANB4
SSFO34
LOGG3
BOVB11
BONY34
GOAU4
F1AN34
HGRE11
MUTC34
USIM5
VLOE34
S1SN34
C1SU34
VISC11
CESP3
GSHP3
FDXB34
LILY34
RAPT3
TRVC34
LAVV3
KNIP11
LOWC34
HOME34
TIMS3
EALT4
M1SC34
TXRX4
AURA33
SQIA3
AMZO34
PTNT3
PSSA3
IRBR3
SEER3
UNIP5
F1NI34
RCRB11
MOSC34
QCOM34
UNIP6
TIET4
RPMG3
BTOW3
MWET3
PNVL4
CSAN3
B1SX34
GPCP3
PFRM3
AMBP3
TSMC34
GGBR3
VILG11
TLNC34
ABTT34
RENT3
MMMC34
XPCI11
ANIM3
I1RP34
CHVX34
SGPS3
EMAE4
RDSA34
HCTR11
PAGS34
KNRI11
HAGA4
BCHI39
NORD3
SMTO3
CGAS5
NEOE3
RADL3
NTCO3
AZEV3
CRPG5
BRKM3
BMEB4
VIVT3
COCE3
CVCB3
ITUB4
MELI34
HGTX3
JBDU4
VVAR3
NIKE34
DASA3
DTEX3
RIGG34
FESA4
BPAN4
RBVA11
POMO4
FHER3
M1RN34
GOVE11
LLIS3
CESP6
MSBR34
DMVF3
SANB11
GEOO34
TCNO4
C1CL34
GSGI34
AXPB34
BBOV11
LINX3
SCAR3
A1MD34
DDNB34
INTB3
KLBN3
BIOM3
CIEL3
T1TW34
PPLA11
RNEW11
BIDI3
PIBB11
ULEV34
MOAR3
BNBR3
FRIO3
GUAR3
HGRU11
LEVE3
TPIS3
ELMD3
PNVL3
KHCB34
XPPR11
LIGT3
WGBA34
A1NE34
MXRF11
TRXF11
TRPL4
R1IN34
INEP3
JNJB34
TGMA3
P1EA34
TESA3
LAME4
LOGN3
RBRR11
TWTR34
DIRR3
BIDI4
OIBR4
BBRK3
COGN3
BRSR3
MDNE3
DOHL3
ARZZ3
B1TI34
ABEV3
TRIS3
MGFF11
RAIL3
FIND11
BABA34
PETR4
R1CL34
SOMA3
D1OC34
XPIN11
B1AM34
POSI3
AGRO3
RAPT4
POMO3
PGMN3
PYPL34
RCSL3
CTSA4
ALPA3
TAEE11
B1PP34
MULT3
JPSA3
ASAI3
AALL34
ITLC34
W1EC34
RIOT34
BGIP4
BNDA39
HBRE3
MMXM3
CMIG3
EMBR3
ESPA3
USIM3
EQPA3
MCCI11
AALR3
PETR3
ALUP11
ATTB34
TAEE3
KNCR11
BBPO11
BKNG34
MCDC34
CYRE3
VALE3
LPSB3
GMAT3
N1EM34
CLSC4
P1UK34
KEPL3
CNTO3
