RptDt;TckrSymb;ISIN;Asst;BalQty;TradAvrgPric;PricFctr;BalVal
2021-02-24;JFEN3;BRJFENACNOR0;JFEN;2503;4,33;1;10837,99
2021-02-24;JHSF3;BRJHSFACNOR2;JHSF;23377002;7,2501869;1;169487633,88
2021-02-24;JNJB34;BRJNJBBDR002;JNJB;11222;59,409018;1;666688
2021-02-24;JPMC34;BRJPMCBDR009;JPMC;1114;82,1235906;1;91485,68
2021-02-24;JPSA3;BRJPSAACNOR6;JPSA;285209;24,5452236;1;7000518,7
2021-02-24;JSLG3;BRJSLGACNOR2;JSLG;54410;9,3629073;1;509435,79
2021-02-24;JSRE11;BRJSRECTF007;JSRE;342;98,2500292;1;33601,51
2021-02-24;KEPL3;BRKEPLACNOR1;KEPL;98215;39,6352806;1;3892779,09
2021-02-24;KHCB34;BRKHCBBDR007;KHCB;2;50,835;1;101,67
2021-02-24;KLBN11;BRKLBNCDAM18;KLBN;19034922;28,5905103;1;544218134,3
2021-02-24;KLBN3;BRKLBNACNOR2;KLBN;83093;6,1375551;1;509987,87
2021-02-24;KLBN4;BRKLBNACNPR9;KLBN;1269954;5,6530368;1;7179096,76
2021-02-24;KNCR11;BRKNCRCTF000;KNCR;61521;88,4683566;1;5442661,77
2021-02-24;KNIP11;BRKNIPCTF001;KNIP;2054;114,9433495;1;236093,64
2021-02-24;KNRI11;BRKNRICTF007;KNRI;2617;158,6549407;1;415199,98
2021-02-24;LAME3;BRLAMEACNOR9;LAME;3714574;22,7033196;1;84333160,99
2021-02-24;LAME4;BRLAMEACNPR6;LAME;58586136;25,4815154;1;1492863528,43
2021-02-24;LAVV3;BRLAVVACNOR4;LAVV;588039;7,8995701;1;4645255,34
2021-02-24;LCAM3;BRLCAMACNOR3;LCAM;6210807;26,8940814;1;167033949,53
2021-02-24;LEVE3;BRLEVEACNOR2;LEVE;3518073;19,007685;1;66870423,56
2021-02-24;LIGT3;BRLIGTACNOR2;LIGT;4774345;21,0367474;1;100436689,88
2021-02-24;LINX3;BRLINXACNOR0;LINX;1007191;37,9574289;1;38230380,79
2021-02-24;LJQQ3;BRLJQQACNOR5;LJQQ;3991290;18,1550585;1;72462103,52
2021-02-24;LLIS3;BRLLISACNOR4;LLIS;220049;4,5526196;1;1001799,4
2021-02-24;LOGG3;BRLOGGACNOR7;LOGG;1788954;32,9227642;1;58897310,79
2021-02-24;LOGN3;BRLOGNACNOR3;LOGN;1982637;15,0620894;1;29862655,78
2021-02-24;LOWC34;BRLOWCBDR007;LOWC;12;460,75;1;5529
2021-02-24;LPSB3;BRLPSBACNOR0;LPSB;641276;4,6150563;1;2959524,87
2021-02-24;LREN3;BRLRENACNOR1;LREN;18325945;40,4077214;1;740509681,63
2021-02-24;LUPA3;BRLUPAACNOR8;LUPA;501255;2,2845911;1;1145162,72
2021-02-24;LVBI11;BRLVBICTF002;LVBI;110;117,6596363;1;12942,56
2021-02-24;LWSA3;BRLWSAACNOR8;LWSA;6122110;30,7040751;1;187973725,8025
2021-02-24;M1RN34;BRM1RNBDR006;M1RN;50;94,3;1;4715
2021-02-24;M1SC34;BRM1SCBDR007;M1SC;2;571,21;1;1142,42
2021-02-24;MACY34;BRMACYBDR000;MACY;5;81,11;1;405,55
2021-02-24;MALL11;BRMALLCTF007;MALL;4752;102,2509469;1;485896,5
2021-02-24;MATB11;BRMATBCTF001;MATB;668;54,9627395;1;36715,11
2021-02-24;MBLY3;BRMBLYACNOR5;MBLY;606632;24,0628523;1;14597296,23
2021-02-24;MCCI11;BRMCCICTF008;MCCI;227;103,4111894;1;23474,34
2021-02-24;MCDC34;BRMCDCBDR000;MCDC;51;57,93;1;2954,43
2021-02-24;MDIA3;BRMDIAACNOR7;MDIA;5456447;30,9316734;1;168777036,8
2021-02-24;MDNE3;BRMDNEACNOR9;MDNE;114663;10,063024;1;1153856,53
2021-02-24;MDTC34;BRMDTCBDR004;MDTC;1;325,59;1;325,59
2021-02-24;MEAL3;BRMEALACNOR9;MEAL;5801910;3,5977787;1;20873988,28
2021-02-24;MELI34;BRMELIBDR006;MELI;651308;84,1391495;1;54800501,19
2021-02-24;MELK3;BRMELKACNOR8;MELK;55063;6,2214993;1;342574,42
2021-02-24;MGFF11;BRMGFFCTF008;MGFF;343;87,6670845;1;30069,81
2021-02-24;MGLU3;BRMGLUACNOR2;MGLU;102943446;25,0773247;1;2581546228,7
2021-02-24;MILS3;BRMILSACNOR2;MILS;2888249;6,0183045;1;17382362,22
2021-02-24;MMMC34;BRMMMCBDR000;MMMC;1;240,61;1;240,61
2021-02-24;MMXM3;BRMMXMACNOR2;MMXM;9356;18,4895425;1;172988,16
2021-02-24;MOAR3;BRMOARACNOR5;MOAR;3;239,98;1;719,94
2021-02-24;MOSC34;BRMOSCBDR003;MOSC;6401;73,5397219;1;470727,76
2021-02-24;MOSI3;BRMOSIACNOR6;MOSI;158671;33,1306523;1;5256873,74
2021-02-24;MOVI3;BRMOVIACNOR0;MOVI;6097734;19,3722089;1;118126577,03
2021-02-24;MRFG3;BRMRFGACNOR0;MRFG;27895395;14,0272081;1;391294512,31
2021-02-24;MRVE3;BRMRVEACNOR2;MRVE;32185859;19,2714963;1;620269663,09
