tickers
GGRC11
KNRI11
CSMG3
RIOT34
SDIL11
CGRA4
TSMC34
MELI34
PIBB11
EUCA3
UNHH34
ALZR11
CTSA3
BOVV11
MATB11
MOSC34
HGBS11
LLIS3
UNIP6
CMIG4
ENJU3
BOVB11
BONY34
LIGT3
CSAN3
INTU34
CTGP34
BEEF3
TMCO34
MGFF11
BKBR3
Z1OM34
LOWC34
BRAP3
CURY3
NIKE34
TSLA34
SCAR3
FESA4
RNEW3
VLID3
REGN34
MBLY3
SHUL4
CSNA3
TLNC34
BABA34
WLMM3
BOAC34
YDUQ3
TIET4
BPAN4
ABBV34
NETE34
SULA4
TASA3
GOAU4
BRPR3
INEP3
PRIO3
T1TW34
GUAR3
TRXF11
BIEM39
A1UA34
AURA33
CASH3
BBDC4
PPLA11
BIJH39
ETER3
QUAL3
LVBI11
HGRE11
KEPL3
VINO11
SAPR4
BPAC3
STBP3
QAGR11
SLED3
GPAR3
TOTS3
R1IN34
CMIG3
GTWR11
SQIA3
RCSL4
B1TI34
RSID3
MOOO34
BOBR4
A1LL34
LUPA3
BIOM3
S1SN34
VIVR3
CSCO34
MWET3
ATTB34
WIZS3
FIND11
JBDU4
BRKM5
LILY34
NTCO3
MALL11
BBSE3
MRVE3
SMLS3
BILF39
ALUP4
RNEW4
AVLL3
VLOE34
CTNM4
GNDI3
GOAU3
XPPR11
KLBN3
BRCR11
LAME3
CATP34
GSHP3
JNJB34
XPCI11
GGBR3
LREN3
MGLU3
BMEB4
ITUB4
TMOS34
MMXM3
MDNE3
LPSB3
ANIM3
CESP6
DOHL3
HGRU11
AVGO34
PDTC3
TCNO4
COPH34
ALPA4
PETZ3
MELK3
VRTA11
BIAU39
WGBA34
MDIA3
RPMG3
SMAL11
ITSA3
ITUB3
APER3
ESPA3
MTRE3
RIGG34
TEND3
GEPA3
JSRE11
SLCE3
D1OC34
GRND3
PSSA3
B1SX34
HBSA3
SULA3
WFCO34
CEAB3
CPLE6
JPSA3
NVDC34
BRAP4
DGCO34
BRSR3
CRPG5
EVEN3
FESA3
TWTR34
EAIN34
HYPE3
GPRO34
JPMC34
BSEV3
C1SU34
EQIX34
MRCK34
EZTC3
MYPK3
CCRO3
TGMA3
GEOO34
NORD3
ABCB4
MOAR3
VVAR3
BBOV11
CMCS34
PARD3
EXXO34
ULEV34
HAGA4
EBAY34
EGIE3
TEXA34
BACW39
W1EC34
UPSS34
LJQQ3
USIM5
AALR3
SEQL3
POWE3
ISUS11
RBRP11
LCAM3
COWC34
HETA4
B1PP34
C1HI34
COCA34
AMZO34
COLG34
BEES3
EMBR3
GMAT3
POMO4
SUZB3
NGRD3
TIMS3
BRML3
XPSF11
PFIN11
ASAI3
BOVA11
CARD3
CAMB3
TGAR11
RNEW11
SAPR3
ALUP11
ENGI3
ENGI4
UGPA3
GSGI34
OIBR4
VISC11
ATMP3
HSML11
ABTT34
RBVA11
TCSA3
NEXT34
SIMH3
PYPL34
SCHW34
SOMA3
WEST3
ARZZ3
TASA4
RDNI3
ITSA4
EQPA3
TAEE4
GPCP3
F1AN34
I1RP34
PEPB34
GGBR4
BBPO11
PMAM3
CTSA4
LEVE3
TRVC34
LINX3
ENEV3
QCOM34
JHSF3
TRPL4
TECN3
NOKI34
BIDI3
PCAR3
NFLX34
PFIZ34
MEAL3
D1LR34
B1AM34
PTBL3
CHCM34
NEOE3
JSLG3
ALPK3
OMGE3
OPCT3
BLAK34
ADBE34
MOVI3
BTLG11
TRPL3
MSBR34
VGIR11
IGBR3
BAZA3
TELB3
U1BE34
PDGR3
METB34
BRKM3
PNVL4
SBUB34
BEWT39
GOGL34
EALT4
OFSA3
WALM34
BNDA39
BIDI11
JBSS3
KLBN11
CHVX34
BRIV3
BAHI3
